Symbol,GSM1523727,GSM1523728,GSM1523729,GSM1523744,GSM1523745,GSM1523746,GSM1523747,GSM1523748,GSM1523765,GSM1523768,GSM1523769,GSM1523770,GSM1523771,GSM1523772,GSM1523773,GSM1523774,GSM1523775,GSM1523776,GSM1523777,GSM1523778,GSM1523779,GSM1523780,GSM1523781,GSM1523782,GSM1523783,GSM1523784,GSM1523785,GSM1523786,GSM1523787,GSM1523788,GSM1523789,GSM1523790,GSM1523791,GSM1523792,GSM1523793,GSM1523794,GSM1523795,GSM1523796,GSM1523797,GSM1523798,GSM1523799,GSM1523800,GSM1523801,GSM1523802,GSM1523803,GSM1523804,GSM1523805,GSM1523806,GSM1523807
ILDR1,2.360740662,2.073200703,1.935258031,2.069042921,2.006915331,1.62181294,2.106007576,2.03505373,1.867560267,2.003939152,1.951137304,1.738659501,1.71305275,1.760811448,1.978343248,1.179738998,1.518038154,1.562887549,2.532938004,2.10803628,1.845387697,2.037110329,1.779514432,1.76021719,1.947396994,1.77713418,2.186523199,1.75088203,2.075185537,1.806719065,2.223728657,2.028565884,1.96416235,2.058534861,2.280601263,2.142477274,1.653334975,1.867486119,2.04562068,1.798730135,1.193778396,1.84251833,2.286473274,1.90896976,1.809490323,1.79972887,2.0698452,1.95017612,1.700045228
INPP4B,1.985163689,2.018188953,2.174825907,1.832734466,1.999025106,1.912587762,1.680362105,2.268018484,1.76625824,2.672979593,2.146386147,1.684732437,2.660622358,2.098558426,2.444908381,2.507475853,1.805761814,2.137840033,2.400409222,2.203552485,2.121912241,2.49826479,1.763306022,1.503370047,2.548808575,2.382721663,2.23988986,2.2214818,2.576355934,2.410101891,2.552677631,2.489604235,2.235061646,2.035250425,2.585831642,2.694215536,2.163439274,2.390036106,2.348610401,2.439659357,2.033561945,2.686211348,1.85445559,2.120844364,1.77275002,2.207900763,2.610996246,1.990056872,2.038415909
IRF6,2.771520138,2.756986856,2.851577759,2.646832705,2.634378433,2.562492132,2.506793737,2.717935801,2.793972492,2.593778133,2.539655685,2.36676693,2.276402473,2.811392784,2.604455709,2.51857233,2.733538628,2.448909044,2.62128377,2.68737793,2.818386793,2.645828247,2.706577778,2.244863987,2.809433222,2.734402418,2.721692324,2.653710127,2.693636417,2.52099824,2.728060246,2.556201935,2.553982496,2.788361073,2.879929066,2.393067598,2.85014534,2.360631227,2.715005159,2.211328745,2.511986494,2.663665056,2.640113115,2.483443499,2.784212351,2.654434681,2.546168566,2.813239336,2.755151749
KLK10,2.602657557,2.182295322,2.859473944,1.424115062,1.356105566,1.477068663,2.452152491,2.257628918,1.805835366,2.532134533,2.318438292,1.549748421,2.891533852,2.70438838,1.351977468,1.255213857,1.848940372,1.588411808,2.744183779,2.526848555,1.500675797,2.816276789,1.358145595,2.982908726,2.83049202,1.947652102,2.718340158,2.387907505,1.920024633,2.415943623,2.347617149,1.751608968,3.041694403,2.699618578,1.944205165,1.361545086,1.545245886,2.637709618,1.502105713,1.446164727,1.297826052,2.70474124,1.613323927,1.312552214,1.225665927,1.690967679,2.771312714,2.586449146,2.098379612
KLK5,1.42267704,1.322758555,1.340144992,1.393990397,1.334317327,1.344056726,1.373443007,1.301946044,1.538914442,1.330812454,1.27272141,1.284329414,1.291002989,1.302540898,1.216089487,1.213635564,1.331447244,1.280730605,1.389825106,1.317046523,1.270151138,1.397616982,1.38311851,1.526275039,1.288693547,1.301686287,1.375009894,1.280750155,1.359084249,1.265608907,1.32670939,1.320665598,1.429174185,1.269018173,1.30069828,1.280715346,1.445137501,1.282133818,1.260246992,1.221600175,1.287180781,1.32987988,1.310591936,1.36341691,1.311407089,1.244392037,1.643059134,1.302908659,1.306655288
KLK6,1.634676814,1.457448125,1.894170403,1.421888947,1.459634304,2.467720985,2.166197777,1.487433076,1.390372753,2.595563412,1.723392487,1.320941567,2.532783508,1.958688021,1.219897628,1.27382493,1.826458216,1.36924839,2.613806248,1.814576626,1.546186686,1.762359142,1.380951047,2.92048049,2.21625495,1.396571398,1.389823556,1.924512744,2.799542665,2.078132391,1.338197231,1.259866834,1.41813755,2.97422576,1.510455608,1.419810891,1.903898597,2.567296505,1.437044621,1.39907515,1.188191652,1.297947645,1.474118829,1.437552214,1.418335557,1.516705871,1.984199882,2.250815153,1.787144661
KLK8,1.74801898,1.486698627,1.858696818,1.648999929,1.504096985,2.228768826,1.858337641,1.599198341,1.852367878,2.541358471,1.832848549,1.439029336,2.571311474,1.939686537,1.382219553,1.356537461,1.784184575,1.493083835,2.556808233,1.910542846,1.457011104,2.002063274,1.435634017,1.833910584,1.99971211,1.495415568,1.959051132,1.861729026,2.517098904,1.870986581,1.769161105,1.49365449,1.899106145,2.744985104,1.437555432,1.419150233,2.407048464,1.721945524,1.571961403,1.428797364,1.343951464,1.478111506,1.394950151,1.40471518,1.465565801,1.606019735,2.071370363,1.809044242,1.703860164
KRT16,1.718074918,1.641126156,1.522225857,1.541499615,1.472630858,1.322827339,1.356671095,1.52363646,1.53984344,1.649507403,1.42632401,1.449990392,1.315601945,1.284672379,1.266594648,1.287084103,1.71611011,1.675642729,1.747335553,1.342970729,1.43204689,1.493078113,1.424941659,1.750350356,1.602879286,1.486766696,1.339327931,1.435427189,1.440320373,2.186329365,1.317585707,1.458959699,2.096534252,1.339997649,1.441684723,2.728815556,1.458730578,1.347438931,1.456571221,1.513389468,1.547820926,1.483566403,1.523546457,1.498751283,1.408644319,1.519666553,1.733884573,1.570139289,1.554535985
KRT19,3.842072964,3.579547644,3.806894541,3.670880079,3.346134901,3.515521765,3.070039272,3.598819494,3.487561941,3.765196085,3.765539169,3.416630268,3.360527277,3.710820675,2.754144669,3.539152622,3.796463728,3.63611412,4.164773941,3.688902617,3.674763441,3.766080856,3.397183657,3.715691566,3.735601664,3.727251291,3.906604767,3.531825304,3.735538483,3.536410093,3.497390509,3.798423529,4.021468639,3.427843571,3.623766184,3.273634911,3.851037502,3.512297392,3.753774881,3.470535517,3.735011578,3.465496302,3.638983011,3.810326338,3.283864021,3.803790808,3.758853197,3.626168251,3.669095039
KRT5,1.485592008,1.347028494,1.382585645,1.425474763,1.458869338,1.420349479,1.468248606,1.461053371,1.473695397,1.454957128,1.43740952,1.45298934,1.399593592,1.438285232,1.350820661,1.373523474,1.303074002,1.410520554,1.347093582,1.410704851,1.405568719,1.50161171,1.4919101,1.494615436,1.436536789,1.335914731,1.471085668,1.491500974,1.368746042,2.512583256,1.368530631,1.38252759,1.366602421,1.288513064,1.308083296,1.805467486,1.382217169,1.562131047,1.382488012,1.372510433,1.371198654,1.455061913,1.404059052,1.38969171,1.372481346,1.440190077,1.665816307,1.282535315,1.397458196
KRTCAP3,3.117057323,3.013207912,2.807738781,2.751816511,2.890017271,2.458658218,1.726408243,2.787278891,2.836092949,2.433295488,2.635314941,2.592080832,2.58421278,2.733593702,2.296372414,2.516853571,2.615572453,3.168729067,2.912683249,2.698894978,2.646490574,2.772442102,2.663537741,2.866024733,2.575132608,2.707328796,2.965304613,2.685162306,2.919647932,2.363188982,2.57916975,3.008700848,2.957625389,2.796748638,2.706825495,3.018596411,2.419576168,2.425389767,2.965916872,2.349690437,2.377717257,3.049939394,2.953992605,2.969088078,2.661277771,2.585808754,2.591406822,2.032432079,2.462218523
LAMA3,2.767290115,2.765477419,2.85998559,2.655848026,2.124602556,2.311712265,1.985360265,2.673425198,2.486034155,2.770719051,2.843161821,1.951875567,2.576955318,2.790222883,2.312224388,2.619896173,2.962726355,2.247936487,1.776956677,2.929093122,2.87322402,2.992788553,2.867295027,2.617413998,2.997767448,2.721685171,3.106105804,2.679380417,2.496058464,2.882757425,2.19052887,2.809875488,3.099317312,2.571109533,2.317027569,2.891623259,2.312888145,2.633455276,3.120928526,2.516043425,2.461688519,2.348479509,2.315465212,3.314734459,2.067777395,2.873253822,2.843859196,2.663427114,2.87172699
LAMB3,2.794190645,2.608291864,2.716925859,2.700540304,2.404949188,2.486733675,2.527957678,2.583145142,2.499399662,2.705118179,2.634787083,2.349187136,2.363276005,2.922199488,2.474596024,2.634770393,2.869483709,2.491023064,2.440696955,2.832653522,2.776478291,2.688195705,2.876626492,2.877863884,2.904840469,2.698469877,2.950510025,2.637628317,2.685796022,2.628410816,2.490317106,2.779541492,3.118974686,2.546416044,2.364940405,3.583403826,2.702060938,2.519553661,2.853546143,2.275457382,2.747168541,2.914633512,2.715250015,2.65247488,2.581588984,2.687616825,2.679809809,2.912364006,2.772230387
LAMC2,2.486325741,2.934762955,2.490709543,2.71245265,2.20264554,1.806799531,1.847532153,2.261771202,2.231454134,2.62208128,2.553277969,1.930779815,2.44308567,2.633287191,2.195657492,1.999100208,2.642623901,2.014791727,2.141750336,2.656529427,2.228486538,2.3387959,2.479884863,2.445068359,2.661201954,2.32131052,2.440835953,2.291637897,2.420757771,2.749290705,2.154456377,2.555304766,2.954322815,2.216443777,2.172800779,2.971438408,2.855474472,2.495053768,2.467886925,2.073832273,2.101640701,3.08999753,2.180163622,2.282371998,2.291953802,2.351412058,2.642301559,2.534893751,2.678743124
LCN2,3.5296731,3.132433891,3.310562372,3.796349525,3.222872257,3.139965773,3.908215284,3.334686756,3.118718863,3.772685528,3.287605762,2.010023355,3.272584438,3.51226449,3.121680975,3.677204847,3.273069143,3.926280022,4.016775608,3.443768024,3.425146341,3.635379791,3.394305706,3.686064005,4.023666382,3.963559628,3.229811192,3.629205465,3.963051081,3.596956253,3.466294289,3.432181358,3.078215361,3.875432968,3.434631824,2.681114197,3.903118849,3.120774984,3.507812262,3.824977398,4.083715916,1.545128822,3.907417536,4.023046017,3.500834465,3.581022739,3.954233646,3.919353247,3.456116438
LCP1,2.011306047,2.523592234,2.352951288,2.243197918,2.458259583,2.326716661,2.271477222,2.457944632,2.336208105,2.811640978,2.947234392,2.764432907,2.788461685,2.463295221,2.629694462,2.473234177,2.474451542,2.558456421,2.22185111,2.782950878,2.654348373,2.498671532,2.263214588,2.568844795,2.820365667,2.639565945,2.556412458,2.702255964,2.125719786,2.701847076,2.447179317,3.013870239,2.645270824,2.458777666,2.591694355,2.681187391,2.559342146,2.915055037,2.481537819,3.292665958,2.651409388,2.826223612,2.664476156,2.556404352,2.526997566,2.701250553,2.74185729,2.588941813,2.918627501
LIPG,1.398777962,2.183273077,2.161243916,2.213805914,2.108789444,2.246781826,1.837940693,1.830789208,2.172224522,2.175744534,1.653806925,1.961641192,2.212756157,1.844305038,2.441529512,1.634526968,2.443047285,1.805588961,2.165333509,2.132349014,1.536132336,2.375178814,2.502490997,2.408784389,2.389057159,2.119234562,2.319881439,1.611398816,2.275771618,2.49361515,1.469261289,2.593945503,1.576463699,2.152668715,1.545286536,1.865639329,2.460747242,2.439625025,2.112277269,2.121768236,1.713286638,2.761581659,2.829175234,1.841120839,1.861853719,1.65595603,1.793609262,2.271266937,2.389273882
MAL2,3.696573019,3.534582615,3.640674829,3.658293962,3.719599009,3.339325905,3.664314747,3.615198612,3.733858824,3.644314289,3.537951469,3.309692383,3.222836018,3.460457087,3.229251146,3.551771641,3.745568514,3.435637236,3.54978776,3.505683899,3.719800472,3.495587349,3.205424547,3.545889616,3.549378395,3.624599695,3.614349842,3.612269402,3.755909204,3.335409403,3.5865767,3.532701492,3.590679884,3.511828184,3.343642473,3.302753687,3.684489727,3.202655315,3.794645786,3.235735416,3.240557909,3.489837646,3.374046564,3.636334181,3.751251936,3.56819582,3.398327589,3.524486303,3.491460323
MAP7,3.144369602,2.895961523,3.029538631,2.845412254,3.181676149,2.907136202,2.842916489,2.932817936,3.105467558,2.917716265,2.730098009,2.814875841,2.278162003,2.504244566,2.456843853,2.685266733,3.326209784,2.938291073,3.180580616,2.968584061,2.890260696,2.83326745,2.976028442,2.76242137,2.835394144,2.878878355,2.871322393,2.740781546,3.186420679,2.56650281,2.931016922,2.70280838,2.8824687,3.049458027,2.977672815,2.882853985,2.973765612,2.562726974,3.049885511,2.506072044,2.50005126,2.83719492,3.052447081,2.833581209,2.958157301,2.877087593,2.807669401,2.958157301,2.957420588
MAPK13,2.842777967,2.594276905,2.717052937,2.579761744,2.731919527,2.604408026,2.643895388,2.56459713,2.740520239,2.558056593,2.67895174,2.488928318,2.18131876,2.516370773,2.274977684,2.342504025,2.80147481,2.481603861,2.843779802,2.622799397,2.662195444,2.655603886,2.986011505,2.721645594,2.852802277,2.675333738,2.643409491,2.688375711,2.872418642,2.421289206,2.284778595,2.634868145,2.632964849,2.833129644,2.67875123,2.412652493,2.572550535,2.453299999,2.442991018,2.378736496,2.433185816,2.521452904,2.93719101,2.609677553,2.843468428,2.713558674,2.531044483,2.814207792,2.697655201
MARVELD2,2.813143253,2.695367336,2.849578142,2.831343174,2.878880739,2.752849102,2.995845079,2.964238167,2.824976206,2.507125616,2.721478224,2.549734831,2.292338371,2.719364643,2.671643972,2.806207895,2.844293118,2.674918175,2.792760849,2.881900787,2.920176029,2.855387449,2.874794483,2.800920486,2.83440733,2.869172573,2.897251129,2.91010952,3.004238844,2.592603445,3.141603231,2.712430716,2.866163969,2.85893631,2.951622963,2.699386597,2.832289219,2.264263868,2.940898895,2.437715769,2.910611391,2.777141333,2.798584223,2.872487545,2.973534107,2.81129384,2.772472143,2.861256599,2.758921623
MARVELD3,2.096215487,2.361906767,2.364712238,2.155538321,2.175411463,2.072410583,2.389676094,2.227511168,2.169331551,2.089112043,2.121350288,1.943409324,1.793882847,1.940852404,1.746453404,1.443803072,2.60281086,2.181964397,2.101573229,2.294964314,2.251572371,2.392577648,2.145394564,2.116926432,2.12893796,1.733167171,2.37024641,1.909491062,2.059387207,1.755631566,2.217023849,2.25803566,2.321389198,2.292203665,2.090831518,1.928135991,2.320018053,1.901421309,2.087526083,2.031756639,1.891596913,2.250621557,2.228132248,2.286600351,1.992241502,1.92180562,2.068783522,2.367069483,1.893781543
MB,1.129965782,1.238891959,1.229421377,1.2358675,1.918372035,1.281396508,1.216899514,1.25862956,1.120809674,1.495342493,1.185504913,1.442849755,1.166677833,1.217603803,1.05851984,1.150539041,2.041481733,1.153703451,1.225747228,2.40919137,1.17403686,1.162494779,1.156193256,1.275593281,1.14749229,1.190127492,1.161165357,1.156885386,1.21151185,1.128964305,1.118066669,1.042856097,1.132745147,1.603166819,2.044427156,1.460379004,1.154222488,1.160456538,1.839717746,1.108612776,1.20152235,1.198257446,1.841534734,1.274572372,1.168596983,1.234298587,1.190817475,1.215854168,1.211041331
MBNL3,2.946347475,2.878716707,2.910665035,2.832897663,2.733617544,2.638720036,2.840668678,2.869563341,2.626356125,2.557009459,2.804081917,2.484703302,2.635926962,2.6817801,2.948472261,2.997398853,2.641058922,3.019944906,2.779452562,2.888347626,2.921180248,2.724802017,2.753966808,2.766451359,2.856661081,2.975574017,2.873976469,2.820762157,3.010350943,2.672483444,2.913259268,2.828714371,3.073094845,2.928286791,2.47501874,2.764315367,2.278200626,2.436395884,2.939499378,2.771661758,2.815245628,2.862256527,2.701243162,3.041269779,2.641236544,2.956280947,2.895597935,2.696783304,2.558465242
MPP7,2.217627525,2.153769255,1.990728617,1.890000224,2.528692007,1.925704479,2.486122608,2.264431477,1.483514667,2.173898697,2.217114925,1.899245143,2.669055462,2.334209204,2.298573494,2.43827486,1.869040132,1.726093292,2.001863003,2.19936204,2.180213451,1.328973293,2.15604496,1.679548383,1.936432362,1.7779392,2.035967112,1.952531099,2.482533932,1.843815923,2.258565426,1.785300612,1.381777048,2.378855944,2.478839159,1.564820051,2.310079098,1.679393053,1.8783741,1.918331981,1.190513134,1.190174818,2.437677622,1.476686716,1.463159323,1.759764433,1.561196685,2.370382786,2.261503935
MUC20,1.520315528,1.994527817,2.150911093,2.676109314,2.108701229,1.573032856,1.865912557,2.532125473,1.44056344,2.745962858,2.026471376,1.449893475,2.442120075,2.091454983,1.846158504,2.012981176,1.735156059,2.154381037,3.047380924,2.21159029,2.053096294,2.449171543,1.671878219,1.615270615,2.713696241,2.481192112,2.677314758,2.293177605,2.750777483,1.988042474,3.031387091,2.868001938,1.981803775,2.553903818,2.287637234,1.518067837,2.78551054,2.26918745,2.071264029,1.778734446,1.761090159,1.455805182,2.023664236,2.467979431,1.670426011,1.652126312,1.869453669,2.22129941,2.677278519
MYH14,2.403135061,2.283733606,2.495542765,2.251565933,2.250127077,2.25798893,2.208810806,2.314712286,2.255322695,2.412382841,2.3274014,2.366820812,2.085718632,2.356981516,2.113010168,2.134149313,2.215097189,2.456105471,2.412069559,2.272293091,2.523772001,2.4111588,2.341533661,2.391980886,2.507369757,2.334982395,2.504113197,2.294792891,2.340834141,2.143288374,2.314301252,2.377606869,2.41207552,2.402535439,2.292136669,2.25172925,2.518076897,2.255012751,2.30093956,2.183974743,2.190732241,2.334931612,2.433370113,2.40229249,2.159174681,2.41430974,2.406999826,2.395804405,2.462482214
MYO5B,3.205328226,3.161796093,3.422136068,3.14799118,3.044966459,2.968163967,3.0836308,3.225277424,2.971699238,2.983742714,3.183320045,2.774535179,2.788073063,3.079982281,2.735524178,3.026167154,3.191866398,3.240334988,3.063940525,3.087661743,3.358492136,3.316068172,2.861362457,3.125718117,3.454087257,3.261064053,3.2563591,3.22035861,3.363122225,2.979737759,2.902393579,2.971321344,3.279414654,3.015555859,3.127924442,3.201198101,3.215647459,2.729569197,3.339891672,2.909271955,2.517680168,3.541614771,3.395898104,3.035423994,2.724090099,3.287319899,3.092402935,3.290200472,3.047471046
NPNT,2.572698355,1.983519673,2.906379938,2.9653368,2.830655098,2.554285288,1.552393317,2.880626678,2.494589806,2.508049488,2.674000978,2.058398008,2.677408695,2.784702778,2.504149437,2.550342798,2.934050322,3.152187586,2.830070019,2.862303734,2.622941732,3.085313797,3.145627975,2.692955256,2.830798388,2.46467495,3.042630672,2.824719667,1.761408448,2.494290113,2.533978462,2.754715443,2.223841906,2.709857225,2.786262035,3.279830217,2.729886055,2.736843348,2.890166044,2.052296638,2.359032154,1.779160142,2.854429722,2.745286703,3.153186798,2.531196594,2.680537462,2.437499285,2.561439276
OVOL2,2.79693532,2.536321878,2.556521416,2.527219772,2.513156652,2.523683071,2.686484098,2.602698803,2.630993366,2.335284948,2.340447187,2.336059809,1.810194254,2.501417875,2.366553545,2.41570735,2.381642342,2.563212872,2.210908413,2.441048622,2.57134819,2.44278717,2.054992199,2.433979511,2.471026421,2.676615238,2.41976738,2.49042654,2.518301249,2.111421108,2.122006416,2.363859653,2.3591187,2.471884251,2.417733192,2.555139303,2.159919977,2.141646385,2.553898573,2.088859558,1.85548234,1.560316205,2.146689415,2.536691189,2.436534166,2.540404558,2.456120968,2.463574171,2.411052704
PAK6,2.022752762,1.878315091,1.99568522,2.263742924,2.164551973,2.301824331,2.353360415,1.973285913,2.241595745,2.063760042,1.821538806,1.745917082,1.666194916,1.789589047,1.800483227,1.979910374,2.438545704,2.288124561,2.045998573,1.886701584,2.216546059,2.352398634,2.772012472,2.204151869,1.865951538,2.036007404,2.008463383,1.871207952,2.209843159,1.894079566,2.035390854,2.132897615,1.527197361,2.186209679,1.976746559,2.251208067,2.303636074,1.714588642,2.294260025,1.944649935,1.8952986,2.386059284,2.260463715,2.275504589,2.323594809,1.92688787,2.161904573,2.273917675,2.214328766
PKP3,2.602471828,2.669761658,2.743695498,2.583422661,2.418708801,2.444051504,2.444371939,2.548466206,2.603266954,2.588452816,2.60265255,2.693419933,2.323402643,2.657405853,2.205192327,2.223978519,2.778474092,2.589953661,2.873488188,2.527111053,2.63621521,2.784920216,2.651500225,2.730554342,2.734957695,2.583080292,2.516105413,2.519266367,2.883401155,2.363712072,2.352952242,2.53377223,2.746678591,2.576287508,2.432936192,2.518110752,2.788524866,2.422174454,2.806412697,2.2771945,2.330396652,2.329305172,2.659719229,2.585019112,2.494721889,2.644348621,2.508246183,2.622714996,2.530795336
POU2F3,0.990666211,0.880149424,0.980794251,0.839291155,0.926669955,0.917186618,0.877361238,1.130263209,0.919543087,1.086322427,1.026889443,0.891755581,1.089212298,0.996035695,1.031063557,0.916791081,0.972453952,0.880691886,1.107421875,1.055610776,1.074267983,0.916961789,0.920796275,0.933080971,0.896306634,0.99188149,0.991090357,0.918422937,1.093765378,1.016241193,0.921073556,0.901121259,0.961726129,1.019999743,0.846534252,1.296772838,1.200771332,0.849315524,1.990960002,0.827752113,0.895236433,0.838247538,0.943878651,0.9579795,0.814951122,0.951476395,0.998473108,1.029919028,1.007547975
PPL,2.403811932,2.13522172,2.173902512,2.107264042,1.642378449,2.112928867,2.232456207,2.336287737,2.47660923,2.585417747,2.089944363,2.056532621,2.38661623,2.451950073,2.316627741,2.090457916,2.062270403,2.386841297,2.481758356,2.172734261,2.222773552,2.764436722,2.576832771,2.409508944,2.365440607,2.247468233,2.412225485,2.025829554,2.684719563,2.277858257,2.378952503,2.069997549,2.386231661,2.177629471,2.135660648,2.816208124,2.424013615,2.49259758,2.293677092,1.875703096,2.221436501,2.196800947,1.932129741,2.658194065,1.868553638,2.156248331,2.577473402,2.555255413,2.217336416
PPP1R14C,1.551877975,1.609848857,2.009768248,1.32688117,1.326714754,2.270738125,1.676778555,1.726814032,1.290199518,2.507203102,1.511918306,1.187209964,1.314901471,1.324830055,1.336366296,1.254255056,1.623399973,1.296718955,2.017351866,1.350698471,1.794390082,1.191631436,1.747165442,1.423639536,2.206522465,1.609454393,1.97962904,1.386422515,1.716707468,2.018875837,2.230634451,1.150274754,1.258102536,2.007885933,2.023555994,1.602869391,2.371016502,1.945623159,1.76078403,1.29585135,1.204578161,1.238077044,1.667576432,1.342017651,1.370366454,1.491615653,1.424106956,1.596571922,2.062029123
PROM2,3.002723455,2.004251003,2.821818829,2.818202019,1.976953387,2.423171997,2.11730814,2.681351662,1.92730546,2.590506315,2.569249392,2.040198088,1.860420465,2.799492598,2.587730408,2.654731274,2.304635763,2.8731668,2.000091791,2.393818855,2.350787163,2.006087542,1.857045293,2.204099178,2.470781565,2.757216454,2.647703171,2.795611143,2.339741468,2.283403397,1.960251689,1.887678146,1.985391498,2.593366623,2.269006968,1.91359055,2.225466251,2.345350742,2.377400637,2.306022882,1.929170847,2.053158045,2.161743641,2.631581545,2.017402411,2.745509863,2.35781908,2.202329874,2.119574785
PRR15,2.788187265,2.166918755,2.485337973,2.56059742,2.444767952,2.265788078,1.95497632,2.434239388,2.836899757,2.66096139,2.561973095,1.765671611,2.106250525,2.490035772,2.123232603,2.31111145,2.483230114,2.203435183,2.597514868,2.542136431,2.474993467,2.409403563,2.635806799,2.349186897,2.397764206,2.439401865,2.565361738,2.388711929,2.619980335,1.942785859,2.459083796,2.285507679,2.429111481,2.449957848,2.186460495,1.580738306,2.553732634,2.117413998,2.633917809,2.109345913,1.668914557,1.095607162,2.339905262,2.520184517,2.195373774,2.552518368,2.404583454,2.424813986,2.608187437
PRSS8,2.318779707,2.182560444,2.269093752,2.235514879,2.107839108,2.161573648,2.295354843,2.237257719,2.384348869,2.355443001,2.144207716,1.907479882,2.040436029,2.302880049,2.180097818,2.270069838,2.247679234,2.340500832,2.534268856,2.072318077,2.547461271,2.217526674,2.696950674,2.079926729,2.57838583,2.506035089,2.483974218,2.358415604,2.660337448,2.065133095,2.353996515,2.32796216,2.291970491,2.411181211,2.054111958,1.851508737,2.594805002,2.184124947,2.57743001,2.154973984,2.485502958,2.465942621,2.513146877,2.546126366,2.399853468,2.265834093,2.313210011,2.683003664,2.644033909
PTAFR,2.183061361,2.433704853,2.577299595,2.465689659,2.560083866,2.340123653,2.631089449,2.588003635,2.367925406,2.634395361,2.794423342,2.469394207,2.727605581,2.655399084,2.598092794,2.353331804,2.368855953,2.681214809,2.21150732,2.707152128,2.573849916,2.437193632,2.328974009,2.503163338,2.669385195,2.660227537,2.518129587,2.656512499,2.210100889,2.592791796,2.480959892,2.673491478,2.787128925,2.470851898,2.466621161,2.648504972,2.383763313,2.886858702,2.513534069,3.006836653,2.714128494,2.67565012,2.588897943,2.678488731,2.46911335,2.728970289,2.64949441,2.476365089,2.755589247
RAB25,3.046844959,2.959883213,3.043867826,3.115395546,3.133914948,2.929049969,2.916814804,2.907629967,2.964840174,2.947757959,2.766573191,2.658620834,2.551636457,2.949316978,2.8438375,2.732598543,2.815999746,2.798928261,2.933808565,2.8412714,2.82842207,2.973151684,2.990534782,2.980839968,3.104245424,3.031865835,2.882702827,2.948710442,3.067332983,2.710606098,3.073702812,2.731985331,2.904021263,2.831995964,2.795173168,2.581105709,2.951805353,2.61029458,3.294047832,2.471875191,2.213505507,2.94186759,3.07631278,2.921161413,3.027648211,2.878391981,2.964998484,3.008594751,2.848771811
RAPGEF5,2.382800341,2.43321085,2.439285278,2.469030142,2.596379042,2.513871193,2.547002554,2.49947834,2.705314159,2.7587111,2.604863405,2.486820936,2.393326998,2.501239777,2.656102657,2.411565065,2.860691786,2.452955961,2.715696573,2.803039074,2.394436598,2.674853802,2.71077776,2.700945854,2.616467237,2.560800076,2.476251841,2.461142302,2.722613096,2.504950047,2.764649153,2.510017872,2.536170244,2.554425955,2.705708742,2.209012032,2.831340075,2.743151903,2.690918684,2.648142099,2.365655899,2.161097288,2.594623327,2.598364592,2.521979332,2.57695961,2.567283154,2.596952915,2.742726564
RASEF,2.839365005,2.714735985,2.887439728,2.940077305,3.272870302,2.971949577,3.189268112,2.850855827,2.877726555,3.075885296,2.943953514,3.25070262,2.695303917,3.11491394,2.950633764,3.076911926,3.077568293,2.79637742,3.101415634,2.924678802,2.920441151,2.913480997,3.528354406,2.829556704,3.014577627,3.02764535,2.830478907,2.781996727,3.122256041,2.902897596,3.17822051,2.738614559,2.634087086,2.900462627,2.853277445,2.646517277,2.891902447,2.729818344,3.236087322,2.509917974,3.209855795,2.549757719,2.908408403,3.358784437,3.170273304,3.002442837,2.791182041,3.072429657,3.292684078
RASGEF1B,1.657479405,1.592757821,1.38134563,1.689115524,1.36359334,1.315944195,1.43499887,1.495485187,1.324515343,1.393336296,1.408629537,1.687343597,1.369535685,1.368905902,1.43534565,1.399291039,1.431244612,1.914871573,1.256692171,1.410126328,1.606681347,1.382439971,1.375549912,1.439082384,1.457019567,1.593121171,1.501263142,1.472931385,1.521174073,1.445754647,1.398721695,1.577027798,1.515014768,1.376755595,1.42073667,1.349122524,1.357341886,1.355049014,1.47003448,1.508223534,1.350055695,1.565161228,1.534666538,1.477892876,1.42250526,1.427659154,1.400657654,1.378449202,1.396167755
S100A14,2.925088644,2.326157093,3.174562931,2.750435114,3.081884861,2.572526932,2.55274868,2.873157978,3.315135002,3.025619268,3.026046753,2.48109746,2.739137173,3.028208256,1.520508289,2.563987255,3.032476902,2.719108582,2.328835726,2.80494976,2.943468332,2.36381793,3.046161652,3.050065994,3.088880777,2.785608292,3.095380068,3.013786077,2.973742723,2.379553556,2.328309298,1.670670748,3.175363779,2.582114697,2.572900295,2.707190275,2.832767248,2.766704559,3.253514051,2.397727966,2.742903471,2.698749542,3.060138464,3.136407375,3.049572229,2.843531847,2.356817722,2.885197163,2.901051044
S100A8,2.949604511,3.562530279,3.151350737,2.877253532,3.42960763,3.39299345,3.366863966,3.148072481,2.470437527,3.580252171,3.345192671,3.565778494,3.313395023,2.208349228,3.267211199,3.078787327,3.033810377,2.400999069,2.501084328,3.695609808,2.907353163,3.061890602,2.740206242,3.479834557,3.437886,3.477465391,3.075289249,3.085849524,2.96904397,3.524823666,2.841988087,3.90047884,3.149309397,2.940715313,3.044978619,4.205298901,3.263716221,4.025785446,3.253610373,3.561356544,3.690432072,3.440059423,2.976701975,3.447579145,3.295489788,3.392472744,3.332865715,3.314093351,3.67204833
