Symbol,GSM1523727,GSM1523728,GSM1523729,GSM1523744,GSM1523745,GSM1523746,GSM1523747,GSM1523748,GSM1523765,GSM1523768,GSM1523769,GSM1523770,GSM1523771,GSM1523772,GSM1523773,GSM1523774,GSM1523775,GSM1523776,GSM1523777,GSM1523778,GSM1523779,GSM1523780,GSM1523781,GSM1523782,GSM1523783,GSM1523784,GSM1523785,GSM1523786,GSM1523787,GSM1523788,GSM1523789,GSM1523790,GSM1523791,GSM1523792,GSM1523793,GSM1523794,GSM1523795,GSM1523796,GSM1523797,GSM1523798,GSM1523799,GSM1523800,GSM1523801,GSM1523802,GSM1523803,GSM1523804,GSM1523805,GSM1523806,GSM1523807
CAP2,2.070798874,1.755857944,1.727093101,1.865672231,2.249238014,2.177985907,2.103781939,2.047001362,1.936457992,2.022349834,1.903175116,2.050511837,2.926480532,2.623387098,2.689624548,2.887331009,1.712079287,1.371940851,2.24348402,2.126524925,1.815611005,2.268618107,2.086967468,1.90378654,1.493049741,1.611900687,2.141063213,1.827631354,1.769874573,2.179048777,2.016602278,2.042310953,1.671677709,1.94823575,1.947295308,2.182678461,2.213345528,2.142539978,1.515622497,1.810614705,2.064877987,1.82722497,1.390574932,1.761625767,1.71508503,1.777242541,1.968563676,1.725615263,2.111259699
CCL2,2.026839018,2.599534273,2.430520535,2.720587492,2.834328651,2.684889078,2.315925837,2.614045143,2.446351051,3.17269969,2.634337425,3.235741377,2.895377636,2.671860456,3.150769472,3.269977331,2.449125051,2.015820026,2.326497555,3.269321203,2.308096886,2.826042175,2.114036798,2.549308777,2.597823143,2.773988485,2.773163795,2.75910902,1.845921636,2.970832109,2.90408659,3.247728348,2.706772327,2.311760187,2.437758684,2.81897521,2.717895031,3.04881382,2.288623095,2.951300383,2.568382263,2.988492966,2.335365057,2.426021099,2.560200214,2.750108242,2.87488389,2.679551601,2.7288239
CDH11,2.203986645,2.771465778,2.699881077,2.656207085,2.887212515,2.737888813,2.46804142,2.554748774,2.452669859,3.023846388,3.065734625,2.3676157,3.232544422,3.221412182,3.124564886,2.619566679,2.39967227,2.612227678,2.65596962,2.932994127,2.316978455,2.954083443,2.313626051,2.585983515,2.536685705,2.805253744,2.733650684,2.79985261,2.050126791,3.262972593,2.997355938,2.914282322,2.788372993,2.371617317,2.497694731,3.135480404,2.88196516,3.350834131,2.177200317,2.826832294,2.311016083,2.017167091,2.252981901,2.556996584,2.457698584,2.852577686,3.085716963,2.555318832,2.816940784
CDH2,1.301944137,1.448917627,1.253475666,1.444366336,1.30296433,1.269591689,1.264803767,1.317164302,1.338712811,1.51317215,1.371657372,1.36158371,1.704300523,1.453437567,1.47390151,1.561552525,1.239097476,1.276805758,1.37912941,1.378724217,1.294523478,1.574993491,1.377212405,1.451063633,1.43280828,1.269917607,1.290854812,1.379400492,1.324267268,1.450955033,1.295060158,1.740861654,1.385556698,1.247568846,1.265718579,1.269283295,1.214339018,1.868109703,1.294907093,1.398463726,1.313193321,1.192087889,1.281795621,1.265816331,1.316648722,1.253829956,1.433127046,1.266436815,1.284669876
CDH4,1.426772833,1.403817296,1.399460196,1.538953185,1.346955419,1.404683352,1.401496053,1.424111128,1.571032763,1.335191727,1.292595983,1.459365129,1.400601149,1.447910309,1.237605691,1.222697139,1.31107676,1.378913283,1.457136273,1.39331162,1.311823368,1.345047474,1.398810029,1.499450922,1.503652453,1.303208232,1.472626209,1.341467261,1.412663698,1.306970239,1.279627442,1.298461556,1.315565467,1.410422444,1.254177928,1.787899256,1.421083689,1.291566491,1.359253049,1.340610862,1.275899053,1.382435679,1.354349852,1.401533723,1.281436205,1.404564738,1.357830644,1.334909678,1.418151736
CHN1,2.117276907,2.468425512,2.227499008,2.503628969,2.540926933,2.512120485,2.188454628,2.237206221,2.470295668,2.800499201,2.485987425,2.533887386,2.732930899,2.437898159,2.503821373,2.340428114,2.109827995,2.180283785,2.469286203,2.586321354,2.022986889,2.821577072,2.032710791,2.780708551,2.233388901,2.402448177,2.150838614,2.291637897,1.781167746,2.733986139,2.904751301,2.869233131,2.326007128,2.225399733,2.587935686,2.625217676,2.633831024,3.27555871,2.089636087,2.478713989,2.221374989,2.266473532,2.376222372,2.423804998,2.270840883,2.571621895,2.657833338,2.157880783,2.616786718
CLDN11,1.632694006,1.552391768,1.704506278,1.586156249,1.55803287,2.378918171,1.594043255,1.919887185,1.703554034,1.839813232,2.259183407,1.561665297,2.24258709,1.995288491,2.340138912,2.116011143,1.47520864,1.590777636,1.55525279,1.541587234,1.53655076,1.625174284,1.511018276,1.712780595,1.77319169,1.791011691,1.56943965,1.859608293,1.627852559,2.889025688,1.588489532,1.522785544,1.550149798,1.46269393,2.449437141,1.523338795,1.688972116,1.851511836,1.494140387,2.486809015,1.551619649,1.560316205,1.555416584,1.943387628,1.620509505,1.731687427,1.841046572,1.606950998,1.669098854
CLIP3,1.837287188,1.911784887,1.908582211,1.800286412,1.928031683,1.807227015,1.76339817,1.895603895,1.825439572,2.068089962,1.978722811,1.813078046,2.39278841,2.076763391,2.405085802,2.236947536,1.763429523,1.769883037,1.777837992,1.962102652,1.795000076,1.881413698,1.910340309,1.842665672,1.867612004,1.888570666,1.913963199,1.938067436,1.751020432,2.147413254,1.909483433,1.935559392,1.800936699,1.744687319,1.761693835,1.840255857,1.816419601,2.322972059,1.728221893,2.081435919,1.734912992,1.738723993,1.834358215,1.793559551,1.769707441,1.894680142,1.896038055,1.759809971,1.90010047
CMTM3,2.041223526,2.35887599,2.283111811,2.371320486,2.430001259,2.301655769,2.151974678,2.409100294,2.185524464,2.678732157,2.61795783,2.271399498,2.889382839,2.647234201,2.598782301,2.31268692,2.481593132,2.383892059,2.318454742,2.509046793,2.269263744,2.440611839,2.113317251,2.377824783,2.437250376,2.4518013,2.467214823,2.422118187,1.890278697,2.797228575,2.692457199,2.643315792,2.556276321,2.221177578,2.214535475,2.587440252,2.288573742,2.888498068,2.164780855,2.741067648,2.634974241,2.420827389,2.264807463,2.229876518,2.237939596,2.454758883,2.600287676,2.332517624,2.465339422
COL12A1,2.631391287,3.378375292,2.807991982,3.230903864,3.407969475,2.607252121,3.041640043,2.72239542,3.124516726,3.538703918,3.181164742,3.171889782,3.313753128,3.18091774,2.821532965,2.639296532,3.060472488,2.635058403,3.320252657,3.246370792,2.613477945,3.508149385,2.629043341,3.405365705,2.766840219,2.891802073,3.14969182,2.837101936,2.559242964,3.423629045,3.595387697,3.583256483,3.262003183,2.733686447,2.720910072,3.253071547,3.238835812,3.760466576,2.486495256,2.81122756,2.885220051,2.759049892,3.010597944,2.959812164,2.936493635,3.174722433,3.390570164,2.851886988,3.345879078
COL1A2,3.103718758,3.920698881,3.616122723,3.911141157,3.882645845,3.202658176,3.549528837,3.349289656,3.609114647,4.042363167,3.799275637,3.732052326,4.080582142,3.899217367,3.884987831,3.291723728,3.566227198,3.755195618,3.852536678,3.702563763,3.232119799,4.10794878,3.341872692,3.94175601,3.447798729,3.603645325,3.799654722,3.514696598,3.330893993,4.081232071,3.997383356,4.164491177,4.046303749,3.366575003,3.384979963,3.930557489,3.82435441,4.251317024,3.182395697,3.55630517,3.46175456,3.463548899,3.527496576,3.550260305,3.403424025,3.758829117,3.943881273,3.292331934,3.841332197
COL3A1,3.272421837,3.939368725,3.827108622,3.902992249,3.919555187,3.42143178,3.618780851,3.681359053,3.532403469,4.051382065,3.957885265,3.768395901,4.09230423,3.976404428,3.99587822,3.607007504,3.66458869,3.777104616,3.865213156,3.923892975,3.557708025,4.086368084,3.579044819,3.931596279,3.623714685,3.785079002,3.830013752,3.770707846,3.294279814,4.099474907,3.999403238,4.122467518,3.993584394,3.48841691,3.510870695,3.970531464,3.841627359,4.244098663,3.378983498,3.762874842,3.54434824,3.419917345,3.507661581,3.5626297,3.477679014,3.896679878,3.961389065,3.512234211,3.882251263
COL4A1,2.874107361,3.406551838,3.213606596,3.201282501,3.481378794,3.304011822,3.254212379,2.89789772,3.334271431,3.557066917,3.425251722,3.257978439,3.508224726,3.43336153,3.574261427,3.131853104,3.119618893,3.200523853,3.308521509,3.489349842,3.008727074,3.248210192,3.176682234,3.482155323,2.89697361,3.307672501,3.127181053,3.20564127,3.087050676,3.457874298,3.655696154,3.640485048,3.167503834,2.984359264,3.265218258,3.57648325,3.391816378,3.850059271,2.96079278,3.173894882,3.182209015,3.256307602,3.234519005,3.227155924,3.308714151,3.362872362,3.461528778,3.163792133,3.559643507
COL5A1,2.044519901,2.626367092,2.472113609,2.410751343,2.497004271,1.953807473,2.117636442,2.285484791,2.260163546,2.798288584,2.592987299,2.290610313,2.821790695,2.79431653,2.715799332,2.243388176,2.32601428,2.340189457,2.556231022,2.468806982,2.111958742,2.906136751,2.657077074,2.744161129,2.301135063,2.476210356,2.451989651,2.456525803,1.976702332,3.00473547,2.807962656,3.019135237,2.743570805,2.157301426,2.127029181,2.663454771,2.489560366,3.345520973,2.058325529,2.202903748,2.129415751,1.948675871,2.219236612,2.176300526,2.166285276,2.656791449,2.688657761,2.054818869,2.59747982
COL5A2,2.639308691,3.303129911,3.048253775,3.355217218,3.336411715,2.72667098,3.062926054,2.954963207,3.143475533,3.47167635,3.282439947,3.242574692,3.54433322,3.237586498,3.280667067,2.828582287,3.105618,3.075674534,3.211059809,3.180806398,2.805576324,3.654266357,3.190321684,3.384203196,2.95578146,3.106813192,3.162293196,3.024234772,2.777815342,3.576001644,3.47566843,3.671190262,3.43515563,2.833820105,2.896134377,3.464220047,3.19652319,3.878416061,2.685550213,2.95284605,2.865875721,2.770996332,2.959169626,2.972072601,2.793673992,3.214181662,3.360939503,2.831963539,3.29199481
COL6A1,3.03679347,3.007465363,2.863727093,2.863486528,2.939929724,2.692314148,2.589040995,2.791766644,2.555234194,3.177916527,3.230988264,2.748479605,3.256789446,3.149472237,3.236000061,3.078329802,2.958257914,2.779045343,2.963675022,2.914655924,2.679336786,3.315893412,3.184644461,3.152991295,2.809692144,2.972034693,2.885595083,2.853086233,2.320247412,3.277825117,3.23122263,3.318407059,3.045640945,2.555801153,2.66806078,3.500945807,2.969621181,3.687144995,2.513970375,2.911277056,3.065147638,2.549468279,2.712913036,2.671219587,2.625666142,3.067059278,3.030399561,2.638902187,3.010691166
CPA4,1.460050225,1.314252138,1.329433084,1.454170227,1.351158381,1.431877851,1.372380972,1.242901087,1.430055737,1.349218249,1.250534534,1.275982141,1.281400681,1.416404486,1.255620241,1.226905346,1.221302748,1.392503023,1.37733233,1.287441492,1.267025352,1.354303598,1.430133343,1.314832449,1.376634002,1.201702476,1.343120575,1.346321106,1.236547232,1.222665191,1.269420981,1.286900878,1.148020387,1.262849212,1.219990849,1.504690886,1.271202803,1.305213332,1.170346498,1.169193506,1.287053943,1.261839509,1.389220119,1.217092872,1.289441228,1.346263885,1.251741409,1.32928586,1.249002695
CYBRD1,2.405910254,2.669577122,2.822245121,2.289793491,2.547000647,3.167416573,2.652439356,2.973267555,3.005420685,2.878756046,3.127108574,2.090016842,3.394031763,3.21953702,3.352080345,3.25816226,2.468869925,2.37490654,2.387654305,2.939055443,2.820847988,2.523610592,2.252727747,2.244384766,2.930214882,2.852205992,3.122758627,3.053723574,2.077572823,3.227080584,2.973240137,2.490483999,2.422600031,2.574965477,2.468522549,2.689621925,2.748830795,3.190737247,2.702893496,3.109582663,2.92969799,2.029448271,2.32531023,2.527483463,2.379311085,2.921022654,2.973004341,2.938598633,2.73126936
DAB2,1.877181411,2.267170668,2.23300457,2.19594574,2.489297152,2.125647783,2.297281504,2.506910324,2.218676329,2.598991871,2.648975611,2.241698265,2.950889826,2.64740324,2.759151459,2.484024048,2.370368004,2.290266037,2.337322474,2.523977518,2.261257887,2.342982054,2.822027683,2.237296104,2.44623208,2.508773804,2.514771938,2.498543501,2.020789385,2.711770296,2.644966364,2.479495525,2.27937746,2.331029654,2.445082664,2.417411804,2.564082146,2.908003092,2.1537323,2.782729149,2.493577242,2.254279852,2.2617414,2.438149214,2.546617031,2.609122992,2.582830906,2.344067574,2.545107603
DIO2,1.878385663,2.052202702,2.396636248,2.122766018,2.560200453,1.731360078,2.030189276,2.036442041,2.598492622,2.248371124,2.802338362,1.773470044,2.503770113,2.615800619,2.413734674,1.80627811,2.02584815,1.736914754,2.124893427,2.383783102,1.898788571,2.130868673,1.720605254,1.758307457,2.205622673,2.144795656,1.726982474,2.388201952,1.741897702,2.266416073,2.481074572,1.732437849,1.761963725,1.985170007,1.941288829,2.262640238,2.305268526,1.893412232,1.912019968,1.809986472,1.969887972,1.729783654,2.117460012,1.81771934,2.059092999,2.202798128,2.369885206,1.896055818,2.437904358
DKK3,2.531476259,2.939424992,2.757728577,2.893908024,3.054644823,3.102815628,2.744982719,2.895535707,2.977777243,3.082200766,3.057823658,2.815395832,3.372237206,3.363471508,3.04508996,3.04045105,2.903458595,2.33590436,3.005976677,3.098017216,2.723688841,3.060981274,2.646125793,3.078705788,2.770676136,2.969097614,2.865294456,2.971598625,2.757817745,3.187341928,3.247511625,2.98306489,2.935190678,2.804570675,2.872494698,2.893219471,2.972944498,3.222381592,2.640210152,2.841435432,2.902039289,2.32903266,2.681806803,2.783186436,2.801958084,3.073293447,3.163966894,2.866259813,3.148493767
DLC1,2.018748045,2.34008193,2.451014042,2.084148645,2.331719398,2.29975152,2.129043102,2.376778603,2.513022423,2.530950785,2.554716349,2.113069296,2.915151596,2.718248844,2.886035681,2.897943497,2.23049593,2.177809715,2.516129971,2.537121534,2.071730852,2.366373777,2.224803209,2.362524033,2.473978043,2.524160624,2.341880083,2.520042181,1.919723034,2.800834179,2.58278656,2.493757248,2.156871557,2.40629077,2.162386656,2.39949894,2.258846283,2.820275307,2.011081457,2.608069658,2.097523689,2.113981962,2.442032099,2.188684225,2.351161718,2.438874722,2.482850313,2.311172485,2.510407686
